"""American Battlefield Protection Program""","""Bureau of Land Management""","""National Park Service""","""Fish & Wildlife Service""","""U.S. Forest Service""","""State and Local Assistance Program""","""Forest Legacy Program""","""Other""","""Unknow"""
0,0.407407407,0.148148148,0.185185185,0.222222222,0.37037037,0.037037037,0.185185185,0.148148148
